,markers,direction
1710850908.721256,2.0,90.0
1710850908.73809,2.0,90.0
1710850908.7516842,2.0,90.0
1710850908.772224,2.0,90.0
1710850908.7829351,2.0,90.0
1710850908.805525,2.0,90.0
1710850908.81498,2.0,90.0
1710850908.838337,2.0,90.0
1710850908.847462,2.0,90.0
1710850908.872021,2.0,90.0
1710850908.885132,2.0,90.0
1710850908.9054332,2.0,90.0
1710850908.919819,2.0,90.0
1710850908.9380212,2.0,90.0
1710850908.95485,2.0,90.0
1710850908.9646301,2.0,90.0
1710850908.98841,2.0,90.0
1710850908.998131,2.0,90.0
1710850909.0221598,2.0,90.0
1710850909.0319428,2.0,90.0
1710850909.054833,2.0,90.0
1710850909.069371,2.0,90.0
1710850909.088305,2.0,90.0
1710850909.104751,2.0,90.0
1710850909.121813,2.0,90.0
1710850909.1313448,2.0,90.0
1710850909.154701,2.0,90.0
1710850909.172101,2.0,90.0
1710850909.181643,2.0,90.0
1710850909.2055502,2.0,90.0
1710850909.2200441,2.0,90.0
1710850909.2390668,2.0,90.0
1710850909.252842,2.0,90.0
1710850909.2714481,2.0,90.0
1710850909.288246,2.0,90.0
1710850909.297822,2.0,90.0
1710850909.321625,2.0,90.0
1710850909.3307898,2.0,90.0
1710850909.3554502,2.0,90.0
1710850909.3687959,2.0,90.0
1710850909.3882308,2.0,90.0
1710850909.3974621,2.0,90.0
1710850909.421628,2.0,90.0
1710850909.432585,2.0,90.0
1710850909.455376,2.0,90.0
1710850909.469506,3.0,90.0
1710850909.4877288,3.0,90.0
1710850909.504676,3.0,90.0
1710850909.52106,3.0,90.0
1710850909.5379488,3.0,90.0
1710850909.5515058,3.0,90.0
1710850909.571872,3.0,90.0
1710850909.585042,3.0,90.0
1710850909.604227,3.0,90.0
1710850909.6214368,3.0,90.0
1710850909.630965,3.0,90.0
1710850909.654412,3.0,90.0
1710850909.671846,3.0,90.0
1710850909.686166,3.0,90.0
1710850909.704337,3.0,90.0
1710850909.7211351,3.0,90.0
1710850909.737401,3.0,90.0
1710850909.7546859,3.0,90.0
1710850909.7713869,3.0,90.0
1710850909.78377,3.0,90.0
1710850909.803201,3.0,90.0
1710850909.821833,3.0,90.0
1710850909.831754,3.0,90.0
1710850909.85458,3.0,90.0
1710850909.8711529,3.0,90.0
1710850909.888566,3.0,90.0
1710850909.90286,3.0,90.0
1710850909.920938,3.0,90.0
1710850909.937797,3.0,90.0
1710850909.947928,3.0,90.0
1710850909.971628,3.0,90.0
1710850909.980745,3.0,90.0
1710850910.006631,3.0,90.0
1710850910.018892,3.0,90.0
1710850910.038081,3.0,90.0
1710850910.054643,3.0,90.0
1710850910.071467,3.0,90.0
1710850910.085522,3.0,90.0
1710850910.104831,3.0,90.0
1710850910.114804,3.0,90.0
1710850910.1381629,3.0,90.0
1710850910.147927,3.0,90.0
1710850910.1712441,3.0,90.0
1710850910.1807842,3.0,90.0
1710850910.2044559,3.0,90.0
1710850910.216678,3.0,90.0
1710850910.2384262,3.0,90.0
1710850910.248246,3.0,90.0
1710850910.271693,3.0,90.0
1710850910.2808478,3.0,90.0
1710850910.303553,3.0,90.0
1710850910.3203158,3.0,90.0
1710850910.336876,3.0,90.0
1710850910.3536232,3.0,90.0
1710850910.370144,3.0,90.0
1710850910.387019,3.0,90.0
1710850910.40385,3.0,90.0
1710850910.420429,3.0,90.0
1710850910.4382699,3.0,90.0
1710850910.4528608,3.0,90.0
1710850910.471223,3.0,90.0
1710850910.487762,3.0,90.0
1710850910.504968,3.0,90.0
1710850910.518338,3.0,90.0
1710850910.538555,3.0,90.0
1710850910.552547,3.0,90.0
1710850910.5716538,3.0,90.0
1710850910.581224,3.0,90.0
1710850910.604301,3.0,90.0
1710850910.621227,3.0,90.0
1710850910.6320388,3.0,90.0
1710850910.6555252,3.0,90.0
1710850910.6674728,3.0,90.0
1710850910.6878772,3.0,90.0
1710850910.7046661,3.0,90.0
1710850910.71474,3.0,90.0
1710850910.7377632,3.0,90.0
1710850910.7508469,3.0,90.0
1710850910.7713559,3.0,90.0
1710850910.78127,3.0,90.0
1710850910.8038201,3.0,90.0
1710850910.819756,3.0,90.0
1710850910.83825,3.0,90.0
1710850910.848901,3.0,90.0
1710850910.8722901,3.0,90.0
1710850910.8851478,3.0,90.0
1710850910.9045498,3.0,90.0
1710850910.9211478,3.0,90.0
1710850910.9380548,3.0,90.0
1710850910.947467,3.0,90.0
1710850910.971381,3.0,90.0
1710850910.981427,3.0,90.0
1710850911.00474,3.0,90.0
1710850911.014457,3.0,90.0
1710850911.038047,3.0,90.0
1710850911.047924,3.0,90.0
1710850911.072732,3.0,90.0
1710850911.086694,3.0,90.0
1710850911.104755,3.0,90.0
1710850911.114932,3.0,90.0
1710850911.137862,3.0,90.0
1710850911.147895,3.0,90.0
1710850911.170969,3.0,90.0
1710850911.180819,3.0,90.0
1710850911.2052321,3.0,90.0
1710850911.216498,3.0,90.0
1710850911.23784,3.0,90.0
1710850911.2549021,3.0,90.0
1710850911.265124,3.0,90.0
1710850911.288256,3.0,90.0
1710850911.2981288,3.0,90.0
1710850911.321239,3.0,90.0
1710850911.3313448,3.0,90.0
1710850911.3541079,3.0,90.0
1710850911.371441,3.0,90.0
1710850911.381372,3.0,90.0
1710850911.405714,3.0,90.0
1710850911.415398,3.0,90.0
1710850911.438354,3.0,90.0
1710850911.4499881,3.0,90.0
1710850911.471452,3.0,90.0
1710850911.485523,3.0,90.0
1710850911.50469,3.0,90.0
1710850911.520324,3.0,90.0
1710850911.536729,3.0,90.0
1710850911.55428,3.0,90.0
1710850911.571106,3.0,90.0
1710850911.582301,3.0,90.0
1710850911.6042502,3.0,90.0
1710850911.614352,3.0,90.0
1710850911.6388328,3.0,90.0
1710850911.6494331,3.0,90.0
1710850911.670943,3.0,90.0
1710850911.6877,3.0,90.0
1710850911.705009,3.0,90.0
1710850911.7198138,3.0,90.0
1710850911.738382,3.0,90.0
1710850911.752474,3.0,90.0
1710850911.771446,3.0,90.0
1710850911.780778,3.0,90.0
1710850911.804716,3.0,90.0
1710850911.814255,3.0,90.0
1710850911.8381,3.0,90.0
1710850911.848129,3.0,90.0
1710850911.871275,3.0,90.0
1710850911.881032,3.0,90.0
1710850911.904851,3.0,90.0
1710850911.920807,3.0,90.0
1710850911.938494,3.0,90.0
1710850911.956157,3.0,90.0
1710850911.965076,3.0,90.0
1710850911.988199,3.0,90.0
1710850912.004833,3.0,90.0
1710850912.014975,3.0,90.0
1710850912.038146,3.0,90.0
1710850912.052759,3.0,90.0
1710850912.071365,3.0,90.0
1710850912.0817878,3.0,90.0
1710850912.104356,3.0,90.0
1710850912.115324,3.0,90.0
1710850912.1379552,3.0,90.0
1710850912.1546812,3.0,90.0
1710850912.1698308,3.0,90.0
1710850912.181756,3.0,90.0
1710850912.204458,3.0,90.0
1710850912.2196639,3.0,90.0
1710850912.2381382,3.0,90.0
1710850912.251843,3.0,90.0
1710850912.271567,3.0,90.0
1710850912.281347,3.0,90.0
1710850912.30478,3.0,90.0
1710850912.314592,3.0,90.0
1710850912.338551,3.0,90.0
1710850912.35115,3.0,90.0
1710850912.370042,3.0,90.0
1710850912.3871129,3.0,90.0
1710850912.4035058,3.0,90.0
1710850912.420131,3.0,90.0
1710850912.436778,3.0,90.0
1710850912.453713,3.0,90.0
1710850912.470304,3.0,90.0
1710850912.4871879,3.0,90.0
1710850912.504266,3.0,90.0
1710850912.5209548,3.0,90.0
1710850912.5377438,3.0,90.0
1710850912.5543501,3.0,90.0
1710850912.571319,3.0,90.0
1710850912.587786,3.0,90.0
1710850912.601998,3.0,90.0
1710850912.621583,3.0,90.0
1710850912.6316102,3.0,90.0
1710850912.654454,3.0,90.0
1710850912.665948,3.0,90.0
1710850912.688236,3.0,90.0
1710850912.697633,3.0,90.0
1710850912.721929,3.0,90.0
1710850912.7347908,3.0,90.0
1710850912.754526,3.0,90.0
1710850912.764174,3.0,90.0
1710850912.78822,3.0,90.0
1710850912.8045802,3.0,90.0
1710850912.821431,3.0,90.0
1710850912.83458,3.0,90.0
1710850912.854501,3.0,90.0
1710850912.871488,3.0,90.0
1710850912.881366,3.0,90.0
1710850912.9043221,3.0,90.0
1710850912.9209669,3.0,90.0
1710850912.9376261,3.0,90.0
1710850912.9546502,3.0,90.0
1710850912.971482,3.0,90.0
1710850912.984769,3.0,90.0
1710850913.004829,3.0,90.0
1710850913.013931,3.0,90.0
1710850913.038393,3.0,90.0
1710850913.052162,3.0,90.0
1710850913.07143,3.0,90.0
1710850913.081991,3.0,90.0
1710850913.104568,3.0,90.0
1710850913.114773,3.0,90.0
1710850913.1369941,3.0,90.0
1710850913.154443,3.0,90.0
1710850913.163378,3.0,90.0
1710850913.188205,3.0,90.0
1710850913.197758,3.0,90.0
1710850913.221598,3.0,90.0
1710850913.235256,3.0,90.0
1710850913.255292,3.0,90.0
1710850913.2654002,3.0,90.0
1710850913.287788,3.0,90.0
1710850913.297429,3.0,90.0
1710850913.3212779,3.0,90.0
1710850913.337773,3.0,90.0
1710850913.348096,3.0,90.0
1710850913.371972,3.0,90.0
1710850913.381475,3.0,90.0
1710850913.404257,3.0,90.0
1710850913.420918,3.0,90.0
1710850913.437954,3.0,90.0
1710850913.454541,3.0,90.0
1710850913.4717922,3.0,90.0
1710850913.481193,3.0,90.0
1710850913.504887,3.0,90.0
1710850913.5139918,3.0,90.0
1710850913.537925,3.0,90.0
1710850913.5543811,4.0,90.0
1710850913.571667,4.0,90.0
1710850913.588234,4.0,90.0
1710850913.604629,4.0,90.0
1710850913.6211488,4.0,90.0
1710850913.638134,4.0,90.0
1710850913.654508,4.0,90.0
1710850913.671196,4.0,90.0
1710850913.688166,4.0,90.0
1710850913.704833,4.0,90.0
1710850913.717804,4.0,90.0
1710850913.7364988,4.0,90.0
1710850913.752984,4.0,90.0
1710850913.771817,4.0,90.0
1710850913.780925,4.0,90.0
1710850913.803691,4.0,90.0
1710850913.821894,4.0,90.0
1710850913.837889,4.0,90.0
1710850913.8539572,4.0,90.0
1710850913.871885,4.0,90.0
1710850913.888024,4.0,90.0
1710850913.9054122,4.0,90.0
1710850913.9151812,4.0,90.0
1710850913.938592,4.0,90.0
1710850913.947406,4.0,90.0
1710850913.9715788,4.0,90.0
1710850913.987595,4.0,90.0
1710850914.0046442,4.0,90.0
1710850914.0151281,4.0,90.0
1710850914.038759,4.0,90.0
1710850914.0479832,4.0,90.0
1710850914.071312,4.0,90.0
1710850914.087719,4.0,90.0
1710850914.104227,4.0,90.0
1710850914.121363,4.0,90.0
1710850914.138468,4.0,90.0
1710850914.1477902,4.0,90.0
1710850914.1711931,4.0,90.0
1710850914.181375,4.0,90.0
1710850914.205187,4.0,90.0
1710850914.221131,4.0,90.0
1710850914.238555,4.0,90.0
1710850914.248309,4.0,90.0
1710850914.270932,4.0,90.0
1710850914.287622,4.0,90.0
1710850914.304928,4.0,90.0
1710850914.314292,4.0,90.0
1710850914.338099,4.0,90.0
1710850914.35474,4.0,90.0
1710850914.371418,4.0,90.0
1710850914.3879292,4.0,90.0
1710850914.405408,4.0,90.0
1710850914.4181151,4.0,90.0
1710850914.436693,4.0,90.0
1710850914.453838,4.0,90.0
1710850914.470193,4.0,90.0
1710850914.48699,4.0,90.0
1710850914.503417,4.0,90.0
1710850914.5203042,4.0,90.0
1710850914.5371761,4.0,90.0
1710850914.5537028,4.0,90.0
1710850914.570934,4.0,90.0
1710850914.58782,4.0,90.0
1710850914.6045382,4.0,90.0
1710850914.621099,4.0,90.0
1710850914.6379259,4.0,90.0
1710850914.6543941,4.0,90.0
1710850914.672023,4.0,90.0
1710850914.687766,4.0,90.0
1710850914.7050502,4.0,90.0
1710850914.721416,4.0,90.0
1710850914.731147,4.0,90.0
1710850914.7552152,4.0,90.0
1710850914.7681448,4.0,90.0
1710850914.7893639,4.0,90.0
1710850914.797663,4.0,90.0
1710850914.821389,4.0,90.0
1710850914.838193,4.0,90.0
1710850914.8547359,4.0,90.0
1710850914.871239,4.0,90.0
1710850914.8880372,4.0,90.0
1710850914.904875,4.0,90.0
1710850914.920942,4.0,90.0
1710850914.9376981,4.0,90.0
1710850914.954797,4.0,90.0
1710850914.9714072,4.0,90.0
1710850914.987999,4.0,90.0
1710850915.005069,4.0,90.0
1710850915.014719,4.0,90.0
1710850915.037716,4.0,90.0
1710850915.054017,4.0,90.0
1710850915.0717041,4.0,90.0
1710850915.0883808,4.0,90.0
1710850915.1053948,4.0,90.0
1710850915.1216471,4.0,90.0
1710850915.138113,4.0,90.0
1710850915.154952,4.0,90.0
1710850915.171259,4.0,90.0
1710850915.187775,4.0,90.0
1710850915.204442,4.0,90.0
1710850915.2215831,4.0,90.0
1710850915.2382982,4.0,90.0
1710850915.2543628,4.0,90.0
1710850915.271174,4.0,90.0
1710850915.2882,4.0,90.0
1710850915.297431,4.0,90.0
1710850915.321812,4.0,90.0
1710850915.337706,4.0,90.0
1710850915.3544698,4.0,90.0
1710850915.3714502,4.0,90.0
1710850915.388148,4.0,90.0
1710850915.40447,4.0,90.0
1710850915.421223,4.0,90.0
1710850915.4380171,4.0,90.0
1710850915.454557,4.0,90.0
1710850915.471082,4.0,90.0
1710850915.488064,4.0,90.0
1710850915.504982,4.0,90.0
1710850915.5148292,4.0,90.0
1710850915.538393,4.0,90.0
1710850915.55494,4.0,90.0
1710850915.570786,4.0,90.0
1710850915.587701,4.0,90.0
1710850915.604492,4.0,90.0
1710850915.621231,4.0,90.0
1710850915.637992,4.0,90.0
1710850915.655065,4.0,90.0
1710850915.6646779,4.0,90.0
1710850915.68833,4.0,90.0
1710850915.704803,4.0,90.0
1710850915.721174,4.0,90.0
1710850915.738286,4.0,90.0
1710850915.755122,4.0,90.0
1710850915.764509,4.0,90.0
1710850915.78805,4.0,90.0
1710850915.796832,4.0,90.0
1710850915.821221,4.0,90.0
1710850915.837852,4.0,90.0
1710850915.854152,4.0,90.0
1710850915.8716538,4.0,90.0
1710850915.881237,4.0,90.0
1710850915.904876,4.0,90.0
1710850915.914828,4.0,90.0
1710850915.937997,4.0,90.0
1710850915.954325,4.0,90.0
1710850915.970551,4.0,90.0
1710850915.987892,4.0,90.0
1710850916.00462,4.0,90.0
1710850916.021237,4.0,90.0
1710850916.038362,4.0,90.0
1710850916.054477,4.0,90.0
1710850916.0710652,4.0,90.0
1710850916.088188,4.0,90.0
1710850916.104291,4.0,90.0
1710850916.1211588,4.0,90.0
1710850916.131458,4.0,90.0
1710850916.155173,4.0,90.0
1710850916.1643898,4.0,90.0
1710850916.1883872,4.0,90.0
1710850916.204469,4.0,90.0
1710850916.220844,4.0,90.0
1710850916.2377322,4.0,90.0
1710850916.2546282,4.0,90.0
1710850916.270893,4.0,90.0
1710850916.288533,4.0,90.0
1710850916.298451,4.0,90.0
1710850916.321284,4.0,90.0
1710850916.337882,4.0,90.0
1710850916.354632,4.0,90.0
1710850916.371383,4.0,90.0
1710850916.387397,4.0,90.0
1710850916.4053178,4.0,90.0
1710850916.420929,4.0,90.0
1710850916.4377851,4.0,90.0
1710850916.439349,180.0,180.0
1710850916.4459908,4.0,180.0
1710850916.455251,1.0,180.0
1710850916.4716852,1.0,180.0
1710850916.48014,1.0,180.0
1710850916.503614,1.0,180.0
1710850916.520285,1.0,180.0
1710850916.537057,1.0,180.0
1710850916.553337,1.0,180.0
1710850916.570106,1.0,180.0
1710850916.58674,1.0,180.0
1710850916.603737,1.0,180.0
1710850916.620308,1.0,180.0
1710850916.637044,1.0,180.0
1710850916.654239,1.0,180.0
1710850916.671081,1.0,180.0
1710850916.6881878,1.0,180.0
1710850916.702067,1.0,180.0
1710850916.7204108,1.0,180.0
1710850916.736493,1.0,180.0
1710850916.753015,1.0,180.0
1710850916.77156,1.0,180.0
1710850916.781186,1.0,180.0
1710850916.8046908,1.0,180.0
1710850916.814152,1.0,180.0
1710850916.8385978,1.0,180.0
1710850916.850755,1.0,180.0
1710850916.871209,1.0,180.0
1710850916.8881989,1.0,180.0
1710850916.8981462,1.0,180.0
1710850916.9221618,1.0,180.0
1710850916.9320178,1.0,180.0
1710850916.95484,1.0,180.0
1710850916.972893,1.0,180.0
1710850916.9833758,1.0,180.0
1710850917.004045,1.0,180.0
1710850917.020986,1.0,180.0
1710850917.038514,1.0,180.0
1710850917.052521,1.0,180.0
1710850917.0711381,1.0,180.0
1710850917.087873,1.0,180.0
1710850917.104765,1.0,180.0
1710850917.118724,1.0,180.0
1710850917.1380868,1.0,180.0
1710850917.149089,1.0,180.0
1710850917.171859,1.0,180.0
1710850917.183893,1.0,180.0
1710850917.2048,1.0,180.0
1710850917.2183292,1.0,180.0
1710850917.238004,1.0,180.0
1710850917.2519171,1.0,180.0
1710850917.271123,1.0,180.0
1710850917.287671,1.0,180.0
1710850917.303981,1.0,180.0
1710850917.320674,1.0,180.0
1710850917.337667,1.0,180.0
1710850917.35449,1.0,180.0
1710850917.370337,1.0,180.0
1710850917.389033,1.0,180.0
1710850917.405308,1.0,180.0
1710850917.415254,1.0,180.0
1710850917.4377291,1.0,180.0
1710850917.4544399,1.0,180.0
1710850917.46416,1.0,180.0
1710850917.489435,1.0,180.0
1710850917.499728,1.0,180.0
1710850917.522038,1.0,180.0
1710850917.531849,1.0,180.0
1710850917.555299,1.0,180.0
1710850917.568544,1.0,180.0
1710850917.5888078,1.0,180.0
1710850917.604249,1.0,180.0
1710850917.620872,1.0,180.0
1710850917.637669,1.0,180.0
1710850917.65459,1.0,180.0
1710850917.663649,1.0,180.0
1710850917.6882958,1.0,180.0
1710850917.698303,1.0,180.0
1710850917.721097,1.0,180.0
1710850917.738497,1.0,180.0
1710850917.752061,1.0,180.0
1710850917.7721221,1.0,180.0
1710850917.781717,1.0,180.0
1710850917.804867,1.0,180.0
1710850917.814482,1.0,180.0
1710850917.837785,1.0,180.0
1710850917.8473542,1.0,180.0
1710850917.871636,1.0,180.0
1710850917.880922,1.0,180.0
1710850917.905016,1.0,180.0
1710850917.918803,1.0,180.0
1710850917.937532,1.0,180.0
1710850917.953986,1.0,180.0
1710850917.971194,1.0,180.0
1710850917.9806561,1.0,180.0
1710850918.004232,1.0,180.0
1710850918.021724,1.0,180.0
1710850918.032097,1.0,180.0
1710850918.0545359,1.0,180.0
1710850918.071188,1.0,180.0
1710850918.081162,1.0,180.0
1710850918.105248,1.0,180.0
1710850918.115204,1.0,180.0
1710850918.138518,1.0,180.0
1710850918.14922,1.0,180.0
1710850918.171486,1.0,180.0
1710850918.180895,1.0,180.0
1710850918.205035,1.0,180.0
1710850918.219,1.0,180.0
1710850918.2383301,1.0,180.0
1710850918.252766,1.0,180.0
1710850918.270806,1.0,180.0
1710850918.287649,1.0,180.0
1710850918.304318,1.0,180.0
1710850918.321423,1.0,180.0
1710850918.330687,1.0,180.0
1710850918.354727,1.0,180.0
1710850918.3648021,1.0,180.0
1710850918.3884091,1.0,180.0
1710850918.404366,1.0,180.0
1710850918.415118,1.0,180.0
1710850918.4379761,1.0,180.0
1710850918.448092,1.0,180.0
1710850918.4718149,1.0,180.0
1710850918.4817128,1.0,180.0
1710850918.504461,1.0,180.0
1710850918.514473,1.0,180.0
1710850918.538267,1.0,180.0
1710850918.5506492,1.0,180.0
1710850918.570652,1.0,180.0
1710850918.586556,1.0,180.0
1710850918.6034172,1.0,180.0
1710850918.6200802,1.0,180.0
1710850918.6368582,1.0,180.0
1710850918.6534212,1.0,180.0
1710850918.6703,1.0,180.0
1710850918.6870248,1.0,180.0
1710850918.703871,1.0,180.0
1710850918.720793,1.0,180.0
1710850918.737526,1.0,180.0
1710850918.754456,1.0,180.0
1710850918.771113,1.0,180.0
1710850918.7837791,1.0,180.0
1710850918.804489,1.0,180.0
1710850918.821155,1.0,180.0
1710850918.832198,1.0,180.0
1710850918.854398,1.0,180.0
1710850918.864575,1.0,180.0
1710850918.888959,1.0,180.0
1710850918.902499,1.0,180.0
1710850918.9211671,1.0,180.0
1710850918.931117,1.0,180.0
1710850918.954446,1.0,180.0
1710850918.9644191,1.0,180.0
1710850918.988255,1.0,180.0
1710850918.998015,1.0,180.0
1710850919.021172,1.0,180.0
1710850919.0308359,1.0,180.0
1710850919.0542982,1.0,180.0
1710850919.071268,1.0,180.0
1710850919.084119,1.0,180.0
1710850919.103242,1.0,180.0
1710850919.119951,1.0,180.0
1710850919.138106,1.0,180.0
1710850919.1483672,1.0,180.0
1710850919.171235,1.0,180.0
1710850919.180885,1.0,180.0
1710850919.205112,1.0,180.0
1710850919.2174451,1.0,180.0
1710850919.2384489,1.0,180.0
1710850919.247982,1.0,180.0
1710850919.270753,1.0,180.0
1710850919.28833,1.0,180.0
1710850919.298242,1.0,180.0
1710850919.321486,1.0,180.0
1710850919.338542,1.0,180.0
1710850919.348191,1.0,180.0
1710850919.3725781,1.0,180.0
1710850919.385302,1.0,180.0
1710850919.405087,1.0,180.0
1710850919.4210088,1.0,180.0
1710850919.43872,2.0,180.0
1710850919.4470809,2.0,180.0
1710850919.471609,2.0,180.0
1710850919.4814239,2.0,180.0
1710850919.505033,2.0,180.0
1710850919.514314,2.0,180.0
1710850919.538357,2.0,180.0
1710850919.552991,2.0,180.0
1710850919.571151,2.0,180.0
1710850919.587735,2.0,180.0
1710850919.6050391,2.0,180.0
1710850919.614568,2.0,180.0
1710850919.6386602,2.0,180.0
1710850919.647844,2.0,180.0
1710850919.671138,2.0,180.0
1710850919.680762,2.0,180.0
1710850919.704821,2.0,180.0
1710850919.7145758,2.0,180.0
1710850919.737798,2.0,180.0
1710850919.755001,2.0,180.0
1710850919.770238,2.0,180.0
1710850919.782063,2.0,180.0
1710850919.8053272,2.0,180.0
1710850919.815037,2.0,180.0
1710850919.8381839,2.0,180.0
1710850919.855072,2.0,180.0
1710850919.865922,2.0,180.0
1710850919.888424,2.0,180.0
1710850919.9050932,2.0,180.0
1710850919.914242,2.0,180.0
1710850919.938299,2.0,180.0
1710850919.947901,2.0,180.0
1710850919.971905,2.0,180.0
1710850919.981506,2.0,180.0
1710850920.009998,2.0,180.0
1710850920.019179,2.0,180.0
1710850920.036715,2.0,180.0
1710850920.0546272,2.0,180.0
1710850920.0718029,2.0,180.0
1710850920.089346,2.0,180.0
1710850920.101452,2.0,180.0
1710850920.121106,2.0,180.0
1710850920.1308029,2.0,180.0
1710850920.154836,2.0,180.0
1710850920.164335,2.0,180.0
1710850920.18843,2.0,180.0
1710850920.1978822,2.0,180.0
1710850920.221604,2.0,180.0
1710850920.23547,2.0,180.0
1710850920.254754,2.0,180.0
1710850920.271258,2.0,180.0
1710850920.2808352,2.0,180.0
1710850920.3040771,2.0,180.0
1710850920.321781,2.0,180.0
1710850920.3326988,2.0,180.0
1710850920.354356,2.0,180.0
1710850920.3713431,2.0,180.0
1710850920.384983,2.0,180.0
1710850920.405458,2.0,180.0
1710850920.4195042,2.0,180.0
1710850920.43892,2.0,180.0
1710850920.449458,3.0,180.0
1710850920.471156,3.0,180.0
1710850920.4806762,3.0,180.0
1710850920.50443,3.0,180.0
1710850920.5216599,3.0,180.0
1710850920.53064,3.0,180.0
1710850920.554267,3.0,180.0
1710850920.571275,3.0,180.0
1710850920.5810618,3.0,180.0
1710850920.6043,3.0,180.0
1710850920.615478,3.0,180.0
1710850920.638741,3.0,180.0
1710850920.6532512,3.0,180.0
1710850920.670223,3.0,180.0
1710850920.686805,3.0,180.0
1710850920.703434,3.0,180.0
1710850920.720122,3.0,180.0
1710850920.736892,3.0,180.0
1710850920.75363,3.0,180.0
1710850920.770293,3.0,180.0
1710850920.787019,3.0,180.0
1710850920.804346,3.0,180.0
1710850920.821012,3.0,180.0
1710850920.835968,3.0,180.0
1710850920.854492,3.0,180.0
1710850920.871883,3.0,180.0
1710850920.885706,3.0,180.0
1710850920.904788,3.0,180.0
1710850920.9182,3.0,180.0
1710850920.93821,3.0,180.0
1710850920.9485781,3.0,180.0
1710850920.9719622,3.0,180.0
1710850920.9808261,3.0,180.0
1710850921.004621,3.0,180.0
1710850921.021312,3.0,180.0
1710850921.033053,3.0,180.0
1710850921.053327,3.0,180.0
1710850921.071488,3.0,180.0
1710850921.081961,3.0,180.0
1710850921.1048021,3.0,180.0
1710850921.1142101,3.0,180.0
1710850921.137832,3.0,180.0
1710850921.148905,3.0,180.0
1710850921.171274,3.0,180.0
1710850921.187945,3.0,180.0
1710850921.198189,3.0,180.0
1710850921.2200582,3.0,180.0
1710850921.236532,3.0,180.0
1710850921.253313,3.0,180.0
1710850921.270186,3.0,180.0
1710850921.28948,3.0,180.0
1710850921.303307,3.0,180.0
1710850921.323759,3.0,180.0
1710850921.336996,3.0,180.0
1710850921.356572,3.0,180.0
1710850921.364985,3.0,180.0
1710850921.388622,3.0,180.0
1710850921.40445,3.0,180.0
1710850921.421061,3.0,180.0
1710850921.432271,3.0,180.0
1710850921.454655,3.0,180.0
1710850921.465096,3.0,180.0
1710850921.488645,3.0,180.0
1710850921.5027268,3.0,180.0
1710850921.520971,3.0,180.0
1710850921.530853,3.0,180.0
1710850921.554425,3.0,180.0
1710850921.5710442,3.0,180.0
1710850921.588373,3.0,180.0
1710850921.598627,3.0,180.0
1710850921.620996,3.0,180.0
1710850921.630453,3.0,180.0
1710850921.654557,3.0,180.0
1710850921.6708622,3.0,180.0
1710850921.6876879,3.0,180.0
1710850921.7037141,3.0,180.0
1710850921.72109,3.0,180.0
1710850921.731668,3.0,180.0
1710850921.754315,3.0,180.0
1710850921.764087,3.0,180.0
1710850921.7879949,3.0,180.0
1710850921.797493,3.0,180.0
1710850921.82186,3.0,180.0
1710850921.834347,3.0,180.0
1710850921.854474,3.0,180.0
1710850921.864025,3.0,180.0
1710850921.888032,3.0,180.0
1710850921.901383,3.0,180.0
1710850921.921859,3.0,180.0
1710850921.9312189,3.0,180.0
1710850921.954435,3.0,180.0
1710850921.963854,3.0,180.0
1710850921.988142,3.0,180.0
1710850921.997691,3.0,180.0
1710850922.0217059,3.0,180.0
1710850922.0321448,3.0,180.0
1710850922.054645,3.0,180.0
1710850922.068223,3.0,180.0
1710850922.087965,3.0,180.0
1710850922.098063,3.0,180.0
1710850922.121623,3.0,180.0
1710850922.138124,3.0,180.0
1710850922.1476228,3.0,180.0
1710850922.1715572,3.0,180.0
1710850922.181271,3.0,180.0
1710850922.204751,3.0,180.0
1710850922.217964,3.0,180.0
1710850922.238064,3.0,180.0
1710850922.255025,3.0,180.0
1710850922.2662442,3.0,180.0
1710850922.2881548,3.0,180.0
1710850922.302096,3.0,180.0
1710850922.321461,3.0,180.0
1710850922.330775,3.0,180.0
1710850922.3547258,3.0,180.0
1710850922.364265,3.0,180.0
1710850922.387827,3.0,180.0
1710850922.400459,3.0,180.0
1710850922.421154,3.0,180.0
1710850922.431154,3.0,180.0
1710850922.4544792,3.0,180.0
1710850922.464694,3.0,180.0
1710850922.487953,3.0,180.0
1710850922.498295,3.0,180.0
1710850922.5209558,3.0,180.0
1710850922.537937,3.0,180.0
1710850922.554386,3.0,180.0
1710850922.565253,3.0,180.0
1710850922.587827,3.0,180.0
1710850922.597588,3.0,180.0
1710850922.62104,3.0,180.0
1710850922.631327,3.0,180.0
1710850922.6543622,3.0,180.0
1710850922.664402,3.0,180.0
1710850922.688707,3.0,180.0
1710850922.698733,3.0,180.0
1710850922.720215,3.0,180.0
1710850922.73685,3.0,180.0
1710850922.753665,3.0,180.0
1710850922.7707462,3.0,180.0
1710850922.786736,3.0,180.0
1710850922.8035011,3.0,180.0
1710850922.8201401,3.0,180.0
1710850922.83686,3.0,180.0
1710850922.853802,3.0,180.0
1710850922.87094,3.0,180.0
1710850922.887139,3.0,180.0
1710850922.903244,3.0,180.0
1710850922.9209821,3.0,180.0
1710850922.9377532,3.0,180.0
1710850922.954792,3.0,180.0
1710850922.968168,3.0,180.0
1710850922.9887471,3.0,180.0
1710850922.999122,3.0,180.0
