,markers,direction
1710850923.0211751,3.0,180.0
1710850923.031581,3.0,180.0
1710850923.054591,3.0,180.0
1710850923.06807,3.0,180.0
1710850923.087975,3.0,180.0
1710850923.097755,3.0,180.0
1710850923.121643,3.0,180.0
1710850923.132895,3.0,180.0
1710850923.154405,3.0,180.0
1710850923.1651719,3.0,180.0
1710850923.187479,3.0,180.0
1710850923.203865,3.0,180.0
1710850923.221432,3.0,180.0
1710850923.2357671,3.0,180.0
1710850923.2545369,3.0,180.0
1710850923.2656572,3.0,180.0
1710850923.287919,3.0,180.0
1710850923.29756,3.0,180.0
1710850923.3216372,3.0,180.0
1710850923.331274,3.0,180.0
1710850923.354332,3.0,180.0
1710850923.371231,3.0,180.0
1710850923.3814259,3.0,180.0
1710850923.404703,3.0,180.0
1710850923.414628,3.0,180.0
1710850923.4384031,3.0,180.0
1710850923.451523,3.0,180.0
1710850923.470665,3.0,180.0
1710850923.487913,3.0,180.0
1710850923.498322,3.0,180.0
1710850923.521086,3.0,180.0
1710850923.538095,3.0,180.0
1710850923.552533,3.0,180.0
1710850923.571274,3.0,180.0
1710850923.581841,3.0,180.0
1710850923.604508,3.0,180.0
1710850923.621494,3.0,180.0
1710850923.635374,3.0,180.0
1710850923.655802,3.0,180.0
1710850923.663664,3.0,180.0
1710850923.686961,3.0,180.0
1710850923.703428,3.0,180.0
1710850923.720305,3.0,180.0
1710850923.736913,3.0,180.0
1710850923.753979,3.0,180.0
1710850923.7705338,3.0,180.0
1710850923.7875211,3.0,180.0
1710850923.804827,3.0,180.0
1710850923.818789,3.0,180.0
1710850923.837733,3.0,180.0
1710850923.855208,3.0,180.0
1710850923.8698082,3.0,180.0
1710850923.888512,3.0,180.0
1710850923.8987699,3.0,180.0
1710850923.9210792,3.0,180.0
1710850923.938088,3.0,180.0
1710850923.951446,3.0,180.0
1710850923.971802,3.0,180.0
1710850923.985834,3.0,180.0
1710850924.005332,3.0,180.0
1710850924.017094,3.0,180.0
1710850924.038149,3.0,180.0
1710850924.051869,3.0,180.0
1710850924.071647,3.0,180.0
1710850924.081682,3.0,180.0
1710850924.1045241,3.0,180.0
1710850924.1139169,3.0,180.0
1710850924.137619,3.0,180.0
1710850924.147365,3.0,180.0
1710850924.171221,3.0,180.0
1710850924.182583,3.0,180.0
1710850924.204674,3.0,180.0
1710850924.22119,3.0,180.0
1710850924.235069,3.0,180.0
1710850924.254684,3.0,180.0
1710850924.264284,3.0,180.0
1710850924.288127,3.0,180.0
1710850924.30496,3.0,180.0
1710850924.314344,3.0,180.0
1710850924.337975,3.0,180.0
1710850924.347175,3.0,180.0
1710850924.371221,3.0,180.0
1710850924.381375,3.0,180.0
1710850924.404955,3.0,180.0
1710850924.419178,3.0,180.0
1710850924.437719,3.0,180.0
1710850924.4543302,3.0,180.0
1710850924.464101,3.0,180.0
1710850924.4878201,3.0,180.0
1710850924.504894,4.0,180.0
1710850924.5213928,4.0,180.0
1710850924.5377128,4.0,180.0
1710850924.554024,4.0,180.0
1710850924.571367,4.0,180.0
1710850924.588264,4.0,180.0
1710850924.597506,4.0,180.0
1710850924.6213892,4.0,180.0
1710850924.637631,4.0,180.0
1710850924.6543481,4.0,180.0
1710850924.671048,4.0,180.0
1710850924.6880581,4.0,180.0
1710850924.70491,4.0,180.0
1710850924.721665,4.0,180.0
1710850924.738281,4.0,180.0
1710850924.754401,4.0,180.0
1710850924.772043,4.0,180.0
1710850924.788241,4.0,180.0
1710850924.8035011,4.0,180.0
1710850924.820137,4.0,180.0
1710850924.836916,4.0,180.0
1710850924.853545,4.0,180.0
1710850924.870181,4.0,180.0
1710850924.886783,4.0,180.0
1710850924.9037282,4.0,180.0
1710850924.9203799,4.0,180.0
1710850924.937228,4.0,180.0
1710850924.9545212,4.0,180.0
1710850924.971494,4.0,180.0
1710850924.987755,4.0,180.0
1710850925.004683,4.0,180.0
1710850925.021444,4.0,180.0
1710850925.03767,4.0,180.0
1710850925.0552378,4.0,180.0
1710850925.07114,4.0,180.0
1710850925.087638,4.0,180.0
1710850925.1047602,4.0,180.0
1710850925.122005,4.0,180.0
1710850925.131077,4.0,180.0
1710850925.154312,4.0,180.0
1710850925.171561,4.0,180.0
1710850925.187423,4.0,180.0
1710850925.204261,4.0,180.0
1710850925.221238,4.0,180.0
1710850925.237797,4.0,180.0
1710850925.25443,4.0,180.0
1710850925.271439,4.0,180.0
1710850925.2879748,4.0,180.0
1710850925.303968,4.0,180.0
1710850925.321114,4.0,180.0
1710850925.33803,4.0,180.0
1710850925.354239,4.0,180.0
1710850925.3715641,4.0,180.0
1710850925.388303,4.0,180.0
1710850925.404454,4.0,180.0
1710850925.42123,4.0,180.0
1710850925.4377759,4.0,180.0
1710850925.454346,4.0,180.0
1710850925.471358,4.0,180.0
1710850925.488318,4.0,180.0
1710850925.505457,4.0,180.0
1710850925.51458,4.0,180.0
1710850925.538112,4.0,180.0
1710850925.5546482,4.0,180.0
1710850925.570933,4.0,180.0
1710850925.588011,4.0,180.0
1710850925.604373,4.0,180.0
1710850925.621095,4.0,180.0
1710850925.637612,4.0,180.0
1710850925.6547751,4.0,180.0
1710850925.6712341,4.0,180.0
1710850925.6886468,4.0,180.0
1710850925.705289,4.0,180.0
1710850925.714484,4.0,180.0
1710850925.738386,4.0,180.0
1710850925.747612,4.0,180.0
1710850925.771811,4.0,180.0
1710850925.78175,4.0,180.0
1710850925.805349,4.0,180.0
1710850925.821267,4.0,180.0
1710850925.8378081,4.0,180.0
1710850925.8543842,4.0,180.0
1710850925.87131,4.0,180.0
1710850925.8879411,4.0,180.0
1710850925.905289,4.0,180.0
1710850925.921515,4.0,180.0
1710850925.938069,4.0,180.0
1710850925.954464,4.0,180.0
1710850925.971552,4.0,180.0
1710850925.9881,4.0,180.0
1710850926.004446,4.0,180.0
1710850926.014669,4.0,180.0
1710850926.038374,4.0,180.0
1710850926.048321,4.0,180.0
1710850926.0712461,4.0,180.0
1710850926.0876422,4.0,180.0
1710850926.104692,4.0,180.0
1710850926.121623,4.0,180.0
1710850926.138186,4.0,180.0
1710850926.1478379,4.0,180.0
1710850926.171178,4.0,180.0
1710850926.1878211,4.0,180.0
1710850926.204503,4.0,180.0
1710850926.2215838,4.0,180.0
1710850926.238015,4.0,180.0
1710850926.254592,4.0,180.0
1710850926.270823,4.0,180.0
1710850926.287633,4.0,180.0
1710850926.3047922,4.0,180.0
1710850926.320837,4.0,180.0
1710850926.3377311,4.0,180.0
1710850926.3544588,4.0,180.0
1710850926.3710852,4.0,180.0
1710850926.3810198,4.0,180.0
1710850926.404693,4.0,180.0
1710850926.42124,4.0,180.0
1710850926.438339,4.0,180.0
1710850926.4544451,4.0,180.0
1710850926.4713101,4.0,180.0
1710850926.487846,4.0,180.0
1710850926.504638,4.0,180.0
1710850926.5213199,4.0,180.0
1710850926.5380108,4.0,180.0
1710850926.548351,4.0,180.0
1710850926.571873,4.0,180.0
1710850926.581418,4.0,180.0
1710850926.6043782,4.0,180.0
1710850926.621216,4.0,180.0
1710850926.637641,4.0,180.0
1710850926.654767,4.0,180.0
1710850926.671437,4.0,180.0
1710850926.687367,4.0,180.0
1710850926.7044249,4.0,180.0
1710850926.720722,4.0,180.0
1710850926.738128,4.0,180.0
1710850926.75443,4.0,180.0
1710850926.771584,4.0,180.0
1710850926.788346,4.0,180.0
1710850926.79794,4.0,180.0
1710850926.821472,4.0,180.0
1710850926.8381681,4.0,180.0
1710850926.855457,4.0,180.0
1710850926.870077,4.0,180.0
1710850926.886961,4.0,180.0
1710850926.90382,4.0,180.0
1710850926.91996,4.0,180.0
1710850926.936745,4.0,180.0
1710850926.953449,4.0,180.0
1710850926.970488,4.0,180.0
1710850926.9875789,4.0,180.0
1710850927.003871,4.0,180.0
1710850927.0211399,4.0,180.0
1710850927.037436,4.0,180.0
1710850927.054271,4.0,180.0
1710850927.071397,4.0,180.0
1710850927.087949,4.0,180.0
1710850927.105079,4.0,180.0
1710850927.1217248,4.0,180.0
1710850927.132533,4.0,180.0
1710850927.1542962,4.0,180.0
1710850927.171138,4.0,180.0
1710850927.188192,4.0,180.0
1710850927.204839,4.0,180.0
1710850927.2215302,4.0,180.0
1710850927.237976,4.0,180.0
1710850927.254304,4.0,180.0
1710850927.2708879,4.0,180.0
1710850927.288312,4.0,180.0
1710850927.297936,4.0,180.0
1710850927.32159,4.0,180.0
1710850927.332049,4.0,180.0
1710850927.354402,4.0,180.0
1710850927.371456,4.0,180.0
1710850927.3879309,4.0,180.0
1710850927.4042938,4.0,180.0
1710850927.4215622,4.0,180.0
1710850927.4225228,86.0,86.0
